Дата_заявки,Планируемая_дата_отправления,Количество_контейнеров,Тип_контейнера,Локация_отправления,Локация_назначения
2007-10-11,2007-10-12,3,40,Москва,Санкт-Петербург
2007-10-11,2007-10-18,6,20,Владивосток,Санкт-Петербург
2007-10-11,2007-10-17,3,20,Владивосток,Москва
2007-10-11,2007-10-14,4,40,Санкт-Петербург,Москва
2007-10-11,2007-10-18,4,40,Москва,Владивосток
2007-10-12,2007-10-19,5,20,Москва,Владивосток
2007-10-12,2007-10-16,2,20,Москва,Санкт-Петербург
2007-10-13,2007-10-20,2,40,Санкт-Петербург,Москва
2007-10-14,2007-10-18,4,40,Санкт-Петербург,Москва
2007-10-14,2007-10-17,4,20,Владивосток,Москва
2007-10-14,2007-10-16,6,20,Москва,Владивосток
2007-10-14,2007-10-18,5,40,Москва,Санкт-Петербург
2007-10-14,2007-10-15,2,20,Санкт-Петербург,Москва
2007-10-15,2007-10-19,4,20,Владивосток,Москва
2007-10-15,2007-10-21,3,40,Москва,Владивосток
2007-10-15,2007-10-19,5,20,Владивосток,Москва
2007-10-15,2007-10-20,5,20,Москва,Владивосток
2007-10-15,2007-10-18,3,20,Москва,Владивосток
2007-10-15,2007-10-17,3,40,Москва,Санкт-Петербург
2007-10-15,2007-10-21,3,40,Санкт-Петербург,Москва
2007-10-16,2007-10-19,4,40,Москва,Санкт-Петербург
2007-10-17,2007-10-24,5,40,Санкт-Петербург,Москва
2007-10-17,2007-10-22,6,20,Москва,Санкт-Петербург
2007-10-17,2007-10-21,3,20,Москва,Санкт-Петербург
2007-10-18,2007-10-21,5,20,Санкт-Петербург,Владивосток
2007-10-18,2007-10-23,5,40,Москва,Владивосток
2007-10-18,2007-10-19,2,40,Владивосток,Санкт-Петербург
2007-10-19,2007-10-21,3,20,Москва,Владивосток
2007-10-19,2007-10-22,2,20,Москва,Санкт-Петербург
2007-10-19,2007-10-24,3,20,Владивосток,Москва
2007-10-19,2007-10-20,6,20,Владивосток,Москва
2007-10-20,2007-10-22,4,40,Владивосток,Москва
2007-10-20,2007-10-27,4,40,Санкт-Петербург,Владивосток
2007-10-20,2007-10-21,3,20,Москва,Санкт-Петербург
2007-10-21,2007-10-25,4,20,Москва,Владивосток
2007-10-21,2007-10-23,6,40,Владивосток,Москва
2007-10-22,2007-10-25,5,20,Санкт-Петербург,Владивосток
2007-10-23,2007-10-24,6,40,Москва,Санкт-Петербург
2007-10-23,2007-10-25,4,20,Москва,Владивосток
2007-10-24,2007-10-28,6,20,Москва,Санкт-Петербург
2007-10-24,2007-10-28,5,40,Санкт-Петербург,Владивосток
2007-10-25,2007-10-27,5,40,Москва,Владивосток
2007-10-25,2007-10-29,5,20,Москва,Санкт-Петербург
2007-10-25,2007-10-29,2,40,Владивосток,Санкт-Петербург
2007-10-26,2007-11-01,2,40,Москва,Владивосток
2007-10-26,2007-10-31,3,40,Москва,Владивосток
2007-10-26,2007-10-29,5,40,Санкт-Петербург,Владивосток
2007-10-26,2007-10-30,3,20,Санкт-Петербург,Владивосток
2007-10-26,2007-11-02,2,40,Москва,Владивосток
2007-10-26,2007-11-02,2,20,Москва,Санкт-Петербург
2007-10-28,2007-11-03,2,40,Владивосток,Москва
2007-10-28,2007-11-04,6,20,Владивосток,Санкт-Петербург
2007-10-28,2007-10-30,5,20,Москва,Владивосток
2007-10-29,2007-10-30,4,20,Санкт-Петербург,Владивосток
2007-10-29,2007-11-04,2,20,Санкт-Петербург,Москва
2007-10-29,2007-11-03,5,20,Москва,Владивосток
2007-10-30,2007-11-04,3,40,Санкт-Петербург,Владивосток
2007-10-30,2007-11-05,6,20,Владивосток,Москва
2007-10-30,2007-11-02,3,40,Москва,Санкт-Петербург
2007-10-30,2007-11-01,6,40,Владивосток,Москва
2007-10-31,2007-11-07,3,40,Владивосток,Санкт-Петербург
2007-10-31,2007-11-03,2,40,Москва,Санкт-Петербург
2007-11-01,2007-11-04,1,40,Санкт-Петербург,Владивосток
2007-11-01,2007-11-06,1,20,Москва,Санкт-Петербург
2007-11-01,2007-11-05,2,20,Владивосток,Москва
2007-11-03,2007-11-05,1,20,Москва,Санкт-Петербург
2007-11-03,2007-11-06,5,40,Владивосток,Москва
2007-11-03,2007-11-05,2,20,Москва,Санкт-Петербург
2007-11-03,2007-11-10,1,40,Санкт-Петербург,Москва
2007-11-03,2007-11-08,5,40,Москва,Санкт-Петербург
2007-11-03,2007-11-06,1,20,Владивосток,Санкт-Петербург
2007-11-04,2007-11-11,5,40,Санкт-Петербург,Москва
2007-11-04,2007-11-07,1,40,Владивосток,Москва
2007-11-04,2007-11-05,3,40,Санкт-Петербург,Владивосток
2007-11-04,2007-11-08,3,20,Москва,Санкт-Петербург
2007-11-04,2007-11-06,3,20,Санкт-Петербург,Владивосток
2007-11-05,2007-11-10,2,40,Владивосток,Санкт-Петербург
2007-11-05,2007-11-11,2,40,Москва,Владивосток
2007-11-06,2007-11-13,5,40,Москва,Владивосток
2007-11-06,2007-11-12,2,40,Санкт-Петербург,Владивосток
2007-11-06,2007-11-11,1,40,Москва,Владивосток
2007-11-06,2007-11-12,1,40,Санкт-Петербург,Москва
2007-11-07,2007-11-11,5,20,Санкт-Петербург,Москва
2007-11-07,2007-11-08,2,20,Москва,Владивосток
2007-11-07,2007-11-10,2,20,Москва,Санкт-Петербург
2007-11-07,2007-11-11,4,20,Владивосток,Санкт-Петербург
2007-11-09,2007-11-13,1,20,Москва,Санкт-Петербург
2007-11-09,2007-11-14,2,40,Москва,Владивосток
2007-11-09,2007-11-13,3,40,Москва,Владивосток
2007-11-10,2007-11-14,5,40,Санкт-Петербург,Владивосток
2007-11-10,2007-11-14,3,40,Владивосток,Москва
2007-11-10,2007-11-11,2,20,Москва,Владивосток
2007-11-11,2007-11-16,1,40,Москва,Владивосток
2007-11-12,2007-11-16,5,20,Владивосток,Санкт-Петербург
2007-11-13,2007-11-14,1,20,Владивосток,Москва
2007-11-13,2007-11-20,3,40,Москва,Владивосток
2007-11-13,2007-11-18,4,20,Владивосток,Москва
2007-11-14,2007-11-16,3,40,Санкт-Петербург,Владивосток
2007-11-14,2007-11-18,3,20,Санкт-Петербург,Москва
2007-11-14,2007-11-18,5,20,Владивосток,Москва
2007-11-15,2007-11-22,3,20,Москва,Владивосток
2007-11-15,2007-11-17,5,40,Москва,Владивосток
2007-11-15,2007-11-21,4,20,Москва,Владивосток
2007-11-16,2007-11-19,3,40,Москва,Владивосток
2007-11-16,2007-11-22,4,40,Владивосток,Москва
2007-11-17,2007-11-21,3,40,Санкт-Петербург,Владивосток
2007-11-17,2007-11-19,5,40,Владивосток,Москва
2007-11-17,2007-11-23,2,40,Москва,Санкт-Петербург
2007-11-17,2007-11-19,2,40,Владивосток,Санкт-Петербург
2007-11-17,2007-11-20,5,40,Москва,Санкт-Петербург
2007-11-18,2007-11-21,4,40,Москва,Санкт-Петербург
2007-11-18,2007-11-25,4,40,Владивосток,Санкт-Петербург
2007-11-18,2007-11-23,4,40,Владивосток,Москва
2007-11-18,2007-11-23,4,40,Санкт-Петербург,Москва
2007-11-19,2007-11-26,3,40,Москва,Владивосток
2007-11-19,2007-11-26,1,40,Москва,Санкт-Петербург
2007-11-20,2007-11-24,4,20,Владивосток,Москва
2007-11-20,2007-11-27,1,40,Москва,Владивосток
2007-11-20,2007-11-23,5,20,Санкт-Петербург,Москва
2007-11-20,2007-11-21,4,40,Владивосток,Санкт-Петербург
2007-11-21,2007-11-27,4,20,Москва,Санкт-Петербург
2007-11-21,2007-11-23,4,40,Владивосток,Москва
2007-11-22,2007-11-25,1,40,Санкт-Петербург,Москва
2007-11-22,2007-11-25,5,40,Москва,Владивосток
2007-11-22,2007-11-29,1,40,Владивосток,Москва
2007-11-24,2007-11-29,3,20,Москва,Владивосток
2007-11-24,2007-11-28,4,20,Санкт-Петербург,Владивосток
2007-11-25,2007-12-02,4,20,Владивосток,Санкт-Петербург
2007-11-25,2007-12-01,5,40,Санкт-Петербург,Москва
2007-11-25,2007-11-29,4,20,Москва,Владивосток
2007-11-25,2007-11-28,4,20,Москва,Санкт-Петербург
2007-11-25,2007-11-27,2,40,Владивосток,Санкт-Петербург
2007-11-25,2007-12-01,4,40,Владивосток,Санкт-Петербург
2007-11-26,2007-11-30,1,40,Санкт-Петербург,Москва
2007-11-26,2007-12-01,1,20,Москва,Владивосток
2007-11-26,2007-11-28,3,20,Владивосток,Санкт-Петербург
2007-11-27,2007-12-04,5,20,Владивосток,Москва
2007-11-27,2007-12-04,3,40,Владивосток,Санкт-Петербург
2007-11-27,2007-11-29,1,20,Владивосток,Санкт-Петербург
2007-11-27,2007-12-02,1,20,Санкт-Петербург,Москва
2007-11-28,2007-11-30,1,20,Владивосток,Москва
2007-11-28,2007-12-05,5,40,Москва,Владивосток
2007-11-28,2007-12-05,2,40,Санкт-Петербург,Москва
2007-11-29,2007-12-03,1,40,Москва,Санкт-Петербург
2007-11-30,2007-12-01,1,40,Москва,Санкт-Петербург
2007-11-30,2007-12-04,2,40,Владивосток,Санкт-Петербург
2007-12-01,2007-12-07,4,20,Москва,Санкт-Петербург
2007-12-01,2007-12-08,2,20,Москва,Владивосток
2007-12-02,2007-12-05,3,20,Москва,Владивосток
2007-12-03,2007-12-10,2,20,Владивосток,Москва
2007-12-03,2007-12-07,1,20,Москва,Санкт-Петербург
2007-12-04,2007-12-11,3,40,Санкт-Петербург,Москва
2007-12-04,2007-12-11,3,40,Санкт-Петербург,Москва
2007-12-05,2007-12-08,3,40,Санкт-Петербург,Владивосток
2007-12-05,2007-12-06,3,20,Москва,Владивосток
2007-12-05,2007-12-10,3,40,Санкт-Петербург,Москва
2007-12-05,2007-12-08,5,20,Владивосток,Москва
2007-12-06,2007-12-09,2,40,Москва,Санкт-Петербург
2007-12-06,2007-12-13,1,20,Санкт-Петербург,Владивосток
2007-12-06,2007-12-12,4,40,Владивосток,Москва
2007-12-07,2007-12-09,4,40,Владивосток,Санкт-Петербург
2007-12-07,2007-12-10,1,40,Санкт-Петербург,Владивосток
2007-12-08,2007-12-09,4,40,Владивосток,Санкт-Петербург
2007-12-08,2007-12-14,2,20,Москва,Санкт-Петербург
2007-12-09,2007-12-13,3,40,Владивосток,Санкт-Петербург
2007-12-09,2007-12-15,4,40,Санкт-Петербург,Владивосток
2007-12-09,2007-12-12,3,40,Санкт-Петербург,Москва
2007-12-10,2007-12-14,3,40,Санкт-Петербург,Владивосток
2007-12-12,2007-12-19,5,40,Москва,Владивосток
2007-12-13,2007-12-16,3,40,Владивосток,Санкт-Петербург
2007-12-13,2007-12-18,1,40,Владивосток,Москва
2007-12-13,2007-12-16,5,40,Москва,Санкт-Петербург
2007-12-13,2007-12-20,3,40,Москва,Санкт-Петербург
2007-12-14,2007-12-21,3,40,Санкт-Петербург,Москва
2007-12-14,2007-12-19,2,20,Владивосток,Санкт-Петербург
2007-12-15,2007-12-22,2,20,Санкт-Петербург,Москва
2007-12-15,2007-12-22,2,20,Санкт-Петербург,Москва
2007-12-15,2007-12-19,1,40,Москва,Владивосток
2007-12-15,2007-12-19,2,20,Владивосток,Санкт-Петербург
2007-12-16,2007-12-18,2,40,Москва,Санкт-Петербург
2007-12-16,2007-12-21,2,20,Москва,Владивосток
2007-12-16,2007-12-22,4,20,Владивосток,Москва
2007-12-16,2007-12-21,1,40,Санкт-Петербург,Москва
2007-12-17,2007-12-18,5,20,Москва,Санкт-Петербург
2007-12-17,2007-12-21,4,20,Санкт-Петербург,Москва
2007-12-18,2007-12-20,3,20,Москва,Владивосток
2007-12-18,2007-12-22,3,20,Москва,Санкт-Петербург
2007-12-19,2007-12-26,1,40,Владивосток,Санкт-Петербург
2007-12-19,2007-12-26,1,40,Москва,Владивосток
2007-12-20,2007-12-22,4,20,Владивосток,Москва
2007-12-20,2007-12-27,2,40,Москва,Санкт-Петербург
2007-12-20,2007-12-23,5,40,Владивосток,Санкт-Петербург
2007-12-20,2007-12-21,1,40,Владивосток,Санкт-Петербург
2007-12-20,2007-12-22,2,20,Санкт-Петербург,Владивосток
2007-12-21,2007-12-28,5,40,Москва,Владивосток
2007-12-21,2007-12-27,1,20,Владивосток,Санкт-Петербург
2007-12-21,2007-12-22,1,20,Москва,Владивосток
2007-12-23,2007-12-28,4,40,Москва,Владивосток
2007-12-23,2007-12-27,4,40,Санкт-Петербург,Владивосток
2007-12-23,2007-12-29,4,40,Москва,Владивосток
2007-12-24,2007-12-27,4,20,Санкт-Петербург,Владивосток
2007-12-25,2008-01-01,4,20,Москва,Владивосток
2007-12-26,2007-12-29,4,20,Владивосток,Санкт-Петербург
2007-12-26,2008-01-02,4,20,Санкт-Петербург,Владивосток
2007-12-27,2007-12-28,3,40,Москва,Санкт-Петербург
2007-12-28,2007-12-29,5,20,Владивосток,Москва
2007-12-28,2008-01-01,5,40,Санкт-Петербург,Владивосток
2007-12-28,2007-12-29,1,20,Санкт-Петербург,Москва
2007-12-29,2008-01-03,4,40,Санкт-Петербург,Владивосток
2007-12-29,2008-01-04,1,40,Владивосток,Москва
2007-12-29,2007-12-30,5,40,Санкт-Петербург,Владивосток
2007-12-29,2008-01-03,2,20,Владивосток,Москва
2007-12-29,2008-01-01,3,40,Москва,Владивосток
2007-12-29,2008-01-04,1,20,Владивосток,Москва
2007-12-30,2008-01-04,3,40,Владивосток,Санкт-Петербург
2007-12-30,2008-01-05,1,40,Москва,Владивосток
2007-12-30,2008-01-03,4,20,Москва,Санкт-Петербург
2007-12-31,2008-01-06,3,40,Санкт-Петербург,Москва
